feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
-0.9238161599177918,0.28543994902256004,0.06727410371766823,-0.19168896900911905,-0.8034764127889417,-1.639238563674201,-2.0201079948602736,-0.15498481654546667,0.9010628671215871,-0.8541883359384688,1.4131897676725258,-1.4376405039833895,1.7087432972915317,0.38042662466515703,0.27425479081688786,-1.4244008552930936,0.9125196761339308,0.822363610517395,-1.6152993713282817,-0.8823555036432702
0.30148001953918957,-1.449509154996602,0.9116212090579631,-0.5554657176003156,-0.9073227044033988,0.873444598556834,0.9879563190700973,0.7580371439871064,0.2651437839285098,0.34946989428615605,-0.8317858901677393,1.2142749148333873,-0.9373430978611699,1.14796626652287,-0.5566429735634422,0.8545867556315221,-1.2705908663264234,-0.6016378041461583,1.442617986524297,-0.6708109670767161
-0.9027393752860352,-1.143076452769305,1.754677234973322,-0.38170269338577434,-2.337346941167312,-0.8243382390960914,1.4161888452106848,-0.9085078049107373,-0.23518287862618878,1.5282892215844857,-1.4018696221525913,1.453860153505139,-2.011850435020336,0.440276410016313,-1.7077661531331871,0.13315568452693338,-1.1856835240744659,-1.2186960459561935,1.1087309825596765,-1.0394325015682484
1.740557705773508,-0.18595691584677174,-1.629502502505989,-0.13552550601087418,0.6816047386121074,-0.03132516469825058,0.18488724609237356,-0.6731517432236902,-0.7639735481840314,-0.6681693413423605,-1.2160056704760605,-0.3068673042249806,-0.4575801461749347,0.9928980164674631,0.8237408388585304,0.8925619119808191,-0.6399502762433306,0.40302078866348157,-0.4762568863388163,0.3356441581177762
0.8972073429174701,-0.7518601652187621,-0.6998398685479319,-0.07879606907120107,2.1361533593262734,-1.2091473952300258,1.225471913421351,2.971896657737176,-1.26785694880619,1.4476128146255207,-0.32857360779710515,1.2008265089787415,2.249154407098276,-0.41937588708193785,0.43440808540550097,1.0029256844486314,-1.8394068828414825,-1.1684996950911986,1.878922564307387,0.6164692321023085
0.6948589057890392,0.04798237856384322,0.3582776149816839,0.0019112868944014963,0.015330660037845492,-1.1837294269416359,-0.36713212001395323,0.05368576146388343,-0.8280061782941144,-0.33724740414607685,-1.327575602289106,-0.4544154253418542,1.961811254252127,-0.8559089159013636,0.2714920550847842,0.008363235422998027,-1.2978524745317963,1.0555173691311575,0.11434377362726512,-0.051608860104111025
0.2708857872051252,0.047365728203772536,0.6383082433740838,-0.17222479191976434,0.06723513352509942,0.8010121882163498,-0.7947529463055917,-0.4567344470890979,-0.27549731695689894,-0.0479791224316984,0.44369899049452594,-0.8963675961161292,0.6045217619774365,-1.2435478411735856,0.7350735817895352,-0.2577711692821468,-0.9851667837170944,0.8065252236364793,0.4316485510706194,0.2620018136188855
-1.472235645411785,-0.026495996408700335,0.6742742951413478,-0.09526052005330445,-1.9065070639012693,0.8903371873153527,1.3425014612137292,-1.6261811697606754,-0.2940204226301385,1.7984028555839746,0.37231641784178116,0.06345997585982016,-1.0084170135502213,-1.1348053473486872,-1.5312156364017557,0.14148293883335653,0.9074604734864401,-0.14809006958945994,-0.8301507661819446,0.5371873992907534
-0.49440703000829744,0.8884351427630707,-2.6318232111271427,0.15247565257311985,1.4220371190889134,-1.707432767328554,-0.26212376560586365,0.3491147830469256,0.3867808598667764,0.748052737504939,0.46549300103924474,-0.9263754443781326,0.7169043563625229,-1.2402178766354812,-0.027178080093028124,-0.9909091174711844,1.333382209109295,0.312916807699665,-0.710592293044858,-1.1466994784558378
-1.5547892560313155,-0.20099211919533574,0.6495861557834526,-0.529568547785911,-0.1558774771128249,1.0991266891833944,-0.5873470970031437,0.1474735488354042,-0.8358040586283632,2.138014524507787,0.10197416602080168,1.1910387210704665,0.5098349038777292,-1.0584484461421786,-0.9317876392700776,1.0162964257353253,-0.024896519125551485,0.07253226943430637,-0.13770565495281306,2.3775242305006
